Movies	recommendation
Toy Story (1995) , Raiders of the Lost Ark (1981) , Star Trek VI: The Undiscovered Country (1991) , Little Princess, A (1995)	['Beautiful Mind, A (2001)', 'Beauty and the Beast (1991)', 'Incredibles, The (2004)', 'Catch Me If You Can (2002)', 'Harry Potter and the Chamber of Secrets (2002)', 'Finding Nemo (2003)']
Scream (1996) ,  I Know What You Did Last Summer (1997)	['Outbreak (1995)', 'Interview with the Vampire: The Vampire Chronicles (1994)']
Citizen Kane (1941) , Manhattan (1979) , Apocalypse Now (1979) , Clockwork Orange, A (1971)	"['Taxi Driver (1976)', 'Lord of the Rings: The Two Towers, The (2002)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Reservoir Dogs (1992)', 'Jumanji (1995)', 'Fargo (1996)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Monty Python and the Holy Grail (1975)']"
Boogie Nights (1997) , Good Will Hunting (1997) , Titanic (1997) , Crash (1996)	['Alien (1979)', 'Babe (1995)', 'GoldenEye (1995)', 'Dances with Wolves (1990)', 'WALL·E (2008)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Catch Me If You Can (2002)', 'Star Trek: Generations (1994)']
Tomorrow Never Dies (1997) , Monty Python and the Holy Grail (1974) , Casablanca (1942) , Sling Blade (1996)	"['Cliffhanger (1993)', 'Memento (2000)', ""Ferris Bueller's Day Off (1986)"", 'Clear and Present Danger (1994)', 'Net, The (1995)', 'Dark Knight, The (2008)']"
My Fair Lady (1964) ,  Good, The Bad and The Ugly, The (1966)	"[""Schindler's List (1993)"", 'Big Lebowski, The (1998)']"
Toy Story (1995) , Unbearable Lightness of Being, The (1988) , Cook the Thief His Wife & Her Lover, The (1989) , Fly Away Home (1996)	"['Trainspotting (1996)', 'Beauty and the Beast (1991)', 'Jumanji (1995)', ""Ocean's Eleven (2001)"", 'Incredibles, The (2004)', 'Waterworld (1995)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Finding Nemo (2003)']"
Wrong Trousers, The (1993) , Leaving Las Vegas (1995) , Star Wars (1977) , Schindler's List (1993)	"[""Ocean's Eleven (2001)"", 'Godfather, The (1972)', 'Four Weddings and a Funeral (1994)', 'Saving Private Ryan (1998)']"
Princess Bride, The (1987) , Monty Python's Life of Brian (1979) , Silence of the Lambs, The (1991) , Shining, The (1980)	['Truman Show, The (1998)', 'Clockwork Orange, A (1971)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Waterworld (1995)', 'Memento (2000)', 'Aliens (1986)', 'Ghostbusters (a.k.a. Ghost Busters) (1984)', 'Finding Nemo (2003)']
Conspiracy Theory (1997) , Fargo (1996) , Mrs. Brown (Her Majesty, Mrs. Brown) (1997) , Shall We Dance? (1996)	['Incredibles, The (2004)', 'Apocalypse Now (1979)', 'Catch Me If You Can (2002)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)']
Empire Strikes Back, The (1980) , Some Kind of Wonderful (1987) , Return of the Jedi (1983) , Paris Is Burning (1990)	"['Cliffhanger (1993)', ""Schindler's List (1993)"", 'Fugitive, The (1993)', 'Departed, The (2006)']"
Star Trek: The Motion Picture (1979) ,  Good, The Bad and The Ugly, The (1966)	['Net, The (1995)', 'Waterworld (1995)']
Shining, The (1980) ,  Vertigo (1958)	['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Waterworld (1995)']
L.A. Confidential (1997) , Full Monty, The (1997) , Good Will Hunting (1997) , Star Wars (1977)	"[""One Flew Over the Cuckoo's Nest (1975)"", 'GoldenEye (1995)', 'Apocalypse Now (1979)', 'Catch Me If You Can (2002)', 'Harry Potter and the Chamber of Secrets (2002)']"
Bram Stoker's Dracula (1992) , Top Gun (1986) , Desperado (1995) , Hunt for Red October, The (1990)	"['Trainspotting (1996)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Inception (2010)', 'Braveheart (1995)', ""Ocean's Eleven (2001)"", 'Batman Begins (2005)']"
Thin Line Between Love and Hate, A (1996) ,  Money Talks (1997)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Mr. Holland's Opus (1995) , Dead Poets Society (1989) , White Squall (1996) , Schindler's List (1993)	['Star Wars: Episode I - The Phantom Menace (1999)', 'Saving Private Ryan (1998)', 'Forrest Gump (1994)', 'Shining, The (1980)', 'Catch Me If You Can (2002)', 'Godfather, The (1972)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Donnie Darko (2001)']
L.A. Confidential (1997) , Deconstructing Harry (1997) , Titanic (1997) , As Good As It Gets (1997)	"['Ace Ventura: Pet Detective (1994)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Dances with Wolves (1990)', 'Catch Me If You Can (2002)', 'Sixth Sense, The (1999)', 'Star Trek: Generations (1994)']"
Godfather, The (1972) , All About Eve (1950) , Legends of the Fall (1994) , Mary Poppins (1964)	"[""Schindler's List (1993)"", 'Speed (1994)', 'Godfather: Part II, The (1974)', 'Spider-Man (2002)', 'Pulp Fiction (1994)', 'Jumanji (1995)', 'Fight Club (1999)']"
Lawrence of Arabia (1962) ,  Mary Poppins (1964) ,  Beauty and the Beast (1991)	['WALL·E (2008)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)']
Toy Story (1995) ,  Philadelphia Story, The (1940)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Toy Story (1995) , Liar Liar (1997) , Sleepers (1996) , Heat (1995)	['American Pie (1999)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Incredibles, The (2004)', 'Harry Potter and the Chamber of Secrets (2002)', 'Aliens (1986)', 'Net, The (1995)', 'Finding Nemo (2003)']
English Patient, The (1996) , Nénette et Boni (1996) , Seven Years in Tibet (1997) , Close Shave, A (1995)	['Ace Ventura: Pet Detective (1994)', 'True Lies (1994)', 'Apocalypse Now (1979)', 'Stargate (1994)']
Sunset Blvd. (1950) , To Kill a Mockingbird (1962) , East of Eden (1955) , Bridge on the River Kwai, The (1957)	['Ghost (1990)', 'Clueless (1995)', 'Fugitive, The (1993)', 'Kill Bill: Vol. 2 (2004)', 'Catch Me If You Can (2002)', 'Heat (1995)']
Good Will Hunting (1997) , Love! Valour! Compassion! (1997) , Circle of Friends (1995) , Boys on the Side (1995)	['Fifth Element, The (1997)', 'Matrix, The (1999)', 'E.T. the Extra-Terrestrial (1982)', 'GoldenEye (1995)', 'Catch Me If You Can (2002)', 'Indiana Jones and the Last Crusade (1989)']
Lone Star (1996) , Ulee's Gold (1997) , Ulee's Gold (1997) , Star Wars (1977)	['Godfather, The (1972)', 'Sixth Sense, The (1999)', 'Incredibles, The (2004)', 'Outbreak (1995)']
Chasing Amy (1997) ,  Leaving Las Vegas (1995)	['Up (2009)', 'Crimson Tide (1995)']
Wizard of Oz, The (1939) ,  Platoon (1986) ,  High Noon (1952)	['Ghost (1990)', 'Green Mile, The (1999)']
Pulp Fiction (1994) , Silence of the Lambs, The (1991) , Clerks (1994) , GoodFellas (1990)	"['Kill Bill: Vol. 1 (2003)', 'Four Weddings and a Funeral (1994)', 'Aliens (1986)', ""Ocean's Eleven (2001)"", 'Memento (2000)', 'Fight Club (1999)']"
Contact (1997) , Celluloid Closet, The (1995) , Star Wars (1977) , Love Jones (1997)	['American Pie (1999)', 'Clear and Present Danger (1994)', 'Usual Suspects, The (1995)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)']
Star Maps (1997) , Steel (1997) , Cats Don't Dance (1997) , Anna Karenina (1997)	['Willy Wonka & the Chocolate Factory (1971)', 'Toy Story (1995)', 'Aladdin (1992)', 'Beautiful Mind, A (2001)']
Scream (1996) ,  Apt Pupil (1998) ,  Scream 2 (1997)	['Outbreak (1995)', 'Interview with the Vampire: The Vampire Chronicles (1994)']
Brazil (1985) ,  Psycho (1960)	['Clockwork Orange, A (1971)', 'Departed, The (2006)']
Titanic (1997) ,  Dante's Peak (1997)	['Dances with Wolves (1990)', 'Star Trek: Generations (1994)']
Shawshank Redemption, The (1994) , Raising Arizona (1987) , Young Frankenstein (1974) , Forrest Gump (1994)	"[""Schindler's List (1993)"", 'Truman Show, The (1998)', 'Four Weddings and a Funeral (1994)', 'Aladdin (1992)', 'WALL·E (2008)', 'Departed, The (2006)', 'Good Will Hunting (1997)']"
Kiss Me, Guido (1997) , Chasing Amy (1997) , Secrets & Lies (1996) , Time to Kill, A (1996)	"['Crimson Tide (1995)', 'Cliffhanger (1993)', 'Kill Bill: Vol. 2 (2004)', 'Lord of the Rings: The Return of the King, The (2003)', 'Up (2009)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""]"
Toy Story (1995) , Maltese Falcon, The (1941) , Full Metal Jacket (1987) , Amadeus (1984)	"['Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Inception (2010)', 'Saving Private Ryan (1998)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Incredibles, The (2004)', 'Aliens (1986)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Finding Nemo (2003)']"
Lion King, The (1994) ,  Rock, The (1996) ,  Net, The (1995)	['Aladdin (1992)', 'Beautiful Mind, A (2001)']
Ulee's Gold (1997) ,  Michael Collins (1996) ,  Ulee's Gold (1997)	['Godfather, The (1972)', 'Sixth Sense, The (1999)']
Lawrence of Arabia (1962) , Godfather, The (1972) , Killing Fields, The (1984) , Deer Hunter, The (1978)	"[""Schindler's List (1993)"", 'Apollo 13 (1995)', 'Godfather: Part II, The (1974)', 'WALL·E (2008)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Clear and Present Danger (1994)', 'Eternal Sunshine of the Spotless Mind (2004)']"
